sub-01,48.999355 
sub-02,6.648621 
sub-03,27.006705 
sub-04,78.486881 
sub-05,29.141263 
sub-06,64.882614 
sub-07,32.875533 
sub-08,64.947782 
sub-09,75.658753 
sub-10,66.816386 
sub-11,105.730146 
sub-12,45.572797 
sub-13,108.325161 
sub-14,52.000063 
sub-15,84.517594 
sub-16,131.735158 
sub-17,50.971651 
sub-18,76.966596 
sub-19,95.116811 
sub-20,35.679772 
sub-21,18.942607 
sub-22,75.893564 
sub-23,40.912726 
sub-24,16.825220 
sub-25,44.027147 
sub-26,48.886246 
sub-27,33.093583 
sub-28,81.208139 
sub-29,70.020473 
sub-30,111.581189 
sub-31,NA
sub-32,56.152770 
sub-33,9.120044 
sub-34,4.440517 
sub-35,NA
sub-36,61.939035 
sub-37,36.168338 
sub-38,22.649574 
sub-39,NA
sub-40,70.934944 
sub-41,NA
sub-42,72.929032 
sub-43,72.620328 
sub-44,14.530608 
sub-45,26.672122 
sub-46,47.058238 
sub-47,36.010306 
sub-48,56.497099 
sub-49,60.484642 
sub-50,50.373444 
sub-51,NA
sub-52,NA
sub-53,34.389916 
sub-54,56.306811 
sub-55,43.429961 
sub-56,54.465974 
sub-57,40.780813 
sub-58,89.084469 
sub-59,39.398930 
sub-60,65.638090 
sub-61,87.749548 
sub-62,20.043095 
sub-63,73.175461 
sub-64,73.970527 
sub-65,29.444105 
sub-66,26.891009 
sub-67,65.787580 
sub-68,57.989088 
sub-69,13.745231 
sub-70,60.382990 
sub-71,30.442966 
sub-72,78.041824 
sub-73,35.549070 
sub-74,63.906254 
sub-75,83.476339 
sub-76,55.957864 
sub-77,50.298989 
